1,Warrior,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
6,Warrior,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
7,Warrior,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
8,Warrior,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
9,Warrior,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
11,Mage,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
16,Mage,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
17,Mage,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
18,Mage,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
19,Mage,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
21,Guardian,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
22,Wolf_Man,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,116,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10,EF_RANGE,1
23,Bear_Man,1.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,26,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10,EF_RANGE,1
24,Wing_Man,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,33,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10,EF_RANGE,4
25,Giant_Man,14.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,40,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10,EF_RANGE,2
26,Guardian,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
27,Guardian,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
28,Guardian,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
29,Guardian,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
31,Rogue,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
32,Demon_Man,43.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,63,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
36,Rogue,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
37,Rogue,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
38,Rogue,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
39,Rogue,40.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
41,Warrior,80.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,2,EF_CRITICAL,10
42,Mage,80.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
43,Guardian,64.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
44,Rogue,64.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,8,EF_RANGE,1,EF_REGENHP,2,EF_REGENMP,4,EF_CRITICAL,10
51,Ruty,8.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
52,Guardião_da_Cidade,9.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
53,Terah,10.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
54,Compositor,18.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1
55,Ailyn,10.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
56,Arcadia,10.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
57,Premium_Neil,13.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
58,Ferreiro,5.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1
59,Comerciante,6.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,1
60,Guarda,7.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,1,EF_RANGE,2
61,Foema_Ancião,7.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_RANGE,1
62,Ancião_(Elmo),7.0,76.146.0.0.0,0,74000,2,0,0,EF_CLASS,2,EF_GRID,0,EF_AC,21
63,Mestre_Archie,7.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_GRID,0
64,Comerciante_Arnold,8.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,4,EF_GRID,0
65,Face_da_Shiner_(Tipo_A),90.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
66,Face_da_Shiner_(Tipo_B),91.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
67,Face_da_Shiner_(Tipo_C),92.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
68,Tanya,91.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,2,EF_GRID,0
69,Pantera_Negra,4.0,115.0.0.0.0,0,0,16384,0,0,EF_CLASS,117,EF_RANGE,2
70,Fenrir_Selvagem,0.2,200.0.0.0.0,0,0,16384,0,0,EF_CLASS,42,EF_RANGE,2
71,Tigre_Branco,5.0,0.0.0.0.0,0,0,16384,0,0,EF_CLASS,117,EF_RANGE,2
72,SombraP,9.0,115.0.0.0.0,0,0,16384,0,0,EF_CLASS,43,EF_RANGE,2
73,SombraO,8.0,115.0.0.0.0,0,0,16384,0,0,EF_CLASS,43,EF_RANGE,2
74,Golem_II,0.0,0.0.0.0.0,0,0,16384,0,0,EF_CLASS,97,EF_RANGE,2
75,Ankalac,0.0,0.0.0.0.0,0,0,16384,0,0,EF_CLASS,96,EF_RANGE,2
76,Ankalac_Queen,0.0,0.0.0.0.0,0,0,16384,0,0,EF_CLASS,95,EF_RANGE,2
77,Aparição,0.0,0.0.0.0.0,0,0,1,0,0,EF_CLASS,92,EF_RANGE,2
78,Cavalo_RealA,15.0,200.0.0.0.0,0,0,16384,0,0,EF_CLASS,43,EF_RANGE,2
79,Cavalo_Madeira,0.0,0.0.0.0.0,0,0,16384,0,0,EF_CLASS,70,EF_RANGE,2
80,Galinha_Fofinha,0.2,200.0.0.0.0,0,0,16384,0,0,EF_CLASS,42,EF_RANGE,2
81,Lobo_Gelido,3.0,0.0.0.0.0,0,0,16384,0,0,EF_CLASS,27,EF_RANGE,2
82,Grifo_Selvagem,0.1,255.0.0.0.0,0,0,16384,0,0,EF_CLASS,53,EF_RANGE,2
83,Unicórnio,19.0,219.0.0.0.0,0,0,16384,0,0,EF_CLASS,43,EF_RANGE,2
84,Unisus,19.0,219.0.0.0.0,0,0,16384,0,0,EF_CLASS,43,EF_RANGE,2
85,Pegasus,19.0,219.0.0.0.0,0,0,16384,0,0,EF_CLASS,43,EF_RANGE,2
86,Grifo_Negro,0.1,255.0.0.0.0,0,0,16384,0,0,EF_CLASS,53,EF_RANGE,2
87,Hipogrifo_Negro,0.1,255.0.0.0.0,0,0,16384,0,0,EF_CLASS,53,EF_RANGE,2
88,Grifo_Sangrento_Negro,0.1,255.0.0.0.0,0,0,16384,0,0,EF_CLASS,53,EF_RANGE,2
89,Andaluz_N_Real,0.0,200.0.0.0.0,0,0,16384,0,0,EF_CLASS,43,EF_RANGE,2
90,Andaluz_B_Real,0.1,200.0.0.0.0,0,0,16384,0,0,EF_CLASS,43,EF_RANGE,2
91,Porco_Aranha,2.0,0.0.0.0.0,0,0,16384,0,0,EF_CLASS,22,EF_RANGE,2
92,Skinfaxi_1,21.0,130.0.0.0.0,0,0,16384,0,0,EF_CLASS,43,EF_RANGE,2
93,Hrimfaxi_1,22.0,130.0.0.0.0,0,0,16384,0,0,EF_CLASS,43,EF_RANGE,2
94,Grifo_Gelo,0.2,255.0.0.0.0,0,0,16384,0,0,EF_CLASS,53,EF_RANGE,2
