# Loja
# 0 = armia
# 1 = arzan
# 2 = erion
# 3 = karden
# 5 = noatun

#loja, index, avaible, price, loop, item info
0, 0, -1, 1700, 1, 3381, 0, 0, 0, 0, 0, 0
0, 1, -1, 1700, 1, 3363, 0, 0, 0, 0, 0, 0
0, 2, -1, 1000, 1, 4129, 0, 0, 0, 0, 0, 0
0, 3, -1, 1000, 1, 3902, 0, 0, 0, 0, 0, 0
0, 4, -1, 400, 1, 3330, 61, 100, 0, 0, 0, 0
0, 5, -1, 100, 1, 3314, 0, 0, 0, 0, 0, 0
0, 6, -1, 50, 1, 4140, 0, 0, 0, 0, 0, 0
0, 7, -1, 700, 1, 3467, 0, 0, 0, 0, 0, 0
0, 8, -1, 220, 1, 4533, 0, 0, 0, 0, 0, 0
0, 9, -1, 550, 1, 4534, 0, 0, 0, 0, 0, 0
0, 10, -1, 200, 1, 4131, 0, 0, 0, 0, 0, 0
0, 11, -1, 500, 1, 4146, 0, 0, 0, 0, 0, 0
0, 12, -1, 300, 1, 3172, 0, 0, 0, 0, 0, 0
0, 13, -1, 1500, 1, 3486, 0, 0, 0, 0, 0, 0
0, 14, -1, 250, 1, 777, 61, 10, 0, 0, 0, 0
0, 15, -1, 600, 1, 3212, 0, 0, 0, 0, 0, 0
0, 16, -1, 4000, 1, 3443, 0, 0, 0, 0, 0, 0
0, 17, -1, 500, 1, 3182, 61, 10, 0, 0, 0, 0
0, 18, -1, 200, 1, 3325, 0, 0, 0, 0, 0, 0
0, 19, -1, 400, 1, 3326, 0, 0, 0, 0, 0, 0
0, 20, -1, 100, 1, 4572, 0, 0, 0, 0, 0, 0
0, 21, -1, 1000, 1, 4659, 61, 50, 0, 0, 0, 0
0, 22, -1, 400, 1, 4658, 0, 0, 0, 0, 0, 0
1, 0, -1, 1000, 1, 3380, 0, 0, 0, 0, 0, 0
1, 1, -1, 1000, 1, 3362, 0, 0, 0, 0, 0, 0
1, 2, -1, 700, 1, 4128, 0, 0, 0, 0, 0, 0
1, 3, -1, 800, 1, 3900, 0, 0, 0, 0, 0, 0
1, 4, -1, 1500, 1, 3343, 0, 0, 0, 0, 0, 0
1, 5, -1, 500, 1, 3336, 0, 0, 0, 0, 0, 0
1, 6, -1, 1000, 1, 3200, 61, 10, 0, 0, 0, 0
1, 7, -1, 1000, 1, 3201, 61, 10, 0, 0, 0, 0
